periodo,atn_share,atn_share_mensual,stale_meses,atn_var_mom_pp
2008-07,0.0,0.0,0,0.0
2008-08,0.0,0.0,0,0.0
2008-09,0.0,0.0,0,0.0
2008-10,0.0,0.0,0,0.0
2008-11,0.0,0.0,0,0.0
2008-12,0.0,0.0,0,0.0
2009-01,0.0,0.0,0,0.0
2009-02,0.0,0.0,0,0.0
2009-03,0.0,0.0,0,0.0
2009-04,0.0,0.0,0,0.0
2009-05,0.0,0.0,0,0.0
2009-06,0.0,0.0,0,0.0
2009-07,0.0,0.0,0,0.0
2009-08,0.0,0.0,0,0.0
2009-09,0.0,0.0,0,0.0
2009-10,0.0,0.0,0,0.0
2009-11,0.0,0.0,0,0.0
2009-12,0.0,0.0,0,0.0
2010-01,0.0,0.0,0,0.0
2010-02,0.0,0.0,0,0.0
2010-03,0.0,0.0,0,0.0
2010-04,0.0,0.0,0,0.0
2010-05,0.0,0.0,0,0.0
2010-06,0.0,0.0,0,0.0
2010-07,0.0,0.0,0,0.0
2010-08,0.0,0.0,0,0.0
2010-09,0.0,0.0,0,0.0
2010-10,0.0,0.0,0,0.0
2010-11,0.0,0.0,0,0.0
2010-12,0.0,0.0,0,0.0
2011-01,0.0,0.0,0,0.0
2011-02,0.0,0.0,0,0.0
2011-03,0.0,0.0,0,0.0
2011-04,0.0,0.0,0,0.0
2011-05,0.0,0.0,0,0.0
2011-06,0.0,0.0,0,0.0
2011-07,0.0,0.0,0,0.0
2011-08,0.0,0.0,0,0.0
2011-09,0.0,0.0,0,0.0
2011-10,0.0,0.0,0,0.0
2011-11,0.0,0.0,0,0.0
2011-12,0.0,0.0,0,0.0
2012-01,0.0,0.0,0,0.0
2012-02,0.0,0.0,0,0.0
2012-03,0.0,0.0,0,0.0
2012-04,0.0,0.0,0,0.0
2012-05,0.0,0.0,0,0.0
2012-06,0.0,0.0,0,0.0
2012-07,0.0,0.0,0,0.0
2012-08,0.0,0.0,0,0.0
2012-09,0.0,0.0,0,0.0
2012-10,0.0,0.0,0,0.0
2012-11,0.0,0.0,0,0.0
2012-12,0.0,0.0,0,0.0
2013-01,0.0,0.0,0,0.0
2013-02,0.0,0.0,0,0.0
2013-03,0.0,0.0,0,0.0
2013-04,0.0,0.0,0,0.0
2013-05,0.0,0.0,0,0.0
2013-06,0.0,0.0,0,0.0
2013-07,0.0,0.0,0,0.0
2013-08,0.0,0.0,0,0.0
2013-09,0.0,0.0,0,0.0
2013-10,0.0,0.0,0,0.0
2013-11,0.0,0.0,0,0.0
2013-12,0.0,0.0,0,0.0
2014-01,0.0,0.0,0,0.0
2014-02,0.0,0.0,0,0.0
2014-03,0.0,0.0,0,0.0
2014-04,0.0,0.0,0,0.0
2014-05,0.0,0.0,0,0.0
2014-06,0.0,0.0,0,0.0
2014-07,0.0,0.0,0,0.0
2014-08,0.0,0.0,0,0.0
2014-09,0.0,0.0,0,0.0
2014-10,0.0,0.0,0,0.0
2014-11,0.0,0.0,0,0.0
2014-12,0.0,0.0,0,0.0
2015-01,0.0,0.0,0,0.0
2015-02,0.0,0.0,0,0.0
2015-03,0.0,0.0,0,0.0
2015-04,0.0,0.0,0,0.0
2015-05,0.0,0.0,0,0.0
2015-06,0.0,0.0,0,0.0
2015-07,0.0,0.0,0,0.0
2015-08,0.0,0.0,0,0.0
2015-09,0.0,0.0,0,0.0
2015-10,0.0,0.0,0,0.0
2015-11,0.0,0.0,0,0.0
2015-12,0.0,0.0,0,0.0
2016-01,0.0,0.0,0,0.0
2016-02,0.0,0.0,0,0.0
2016-03,0.0,0.0,0,0.0
2016-04,0.0,0.0,0,0.0
2016-05,0.0,0.0,0,0.0
2016-06,0.0,0.0,0,0.0
2016-07,0.0,0.0,0,0.0
2016-08,0.0,0.0,0,0.0
2016-09,0.0,0.0,0,0.0
2016-10,0.0,0.0,0,0.0
2016-11,0.0,0.0,0,0.0
2016-12,0.0,0.0,0,0.0
2017-01,0.00152456,0.00398617,0,0.3986
2017-02,0.00152456,0.00019864,0,-0.3788
2017-03,0.00152456,0.00407986,0,0.3881
2017-04,0.00152456,0.00108828,0,-0.2992
2017-05,0.00152456,0.00149199,0,0.0404
2017-06,0.00152456,0.00149064,0,-0.0001
2017-07,0.00152456,0.00234874,0,0.0858
2017-08,0.00152456,0.00325061,0,0.0902
2017-09,0.00152456,0.00086767,0,-0.2383
2017-10,0.00152456,0.00062649,0,-0.0241
2017-11,0.00152456,0.00039283,0,-0.0234
2017-12,0.00152456,0.00040684,0,0.0014
2018-01,0.00090971,0.00019122,0,-0.0216
2018-02,0.00090971,0.00025193,0,0.0061
2018-03,0.00090971,0.00049024,0,0.0238
2018-04,0.00090971,0.00037933,0,-0.0111
2018-05,0.00090971,4.44e-05,0,-0.0335
2018-06,0.00090971,0.00078283,0,0.0738
2018-07,0.00090971,0.00022337,0,-0.0559
2018-08,0.00090971,0.00074753,0,0.0524
2018-09,0.00090971,0.00163126,0,0.0884
2018-10,0.00090971,0.00037084,0,-0.126
2018-11,0.00090971,0.00402849,0,0.3658
2018-12,0.00090971,0.00077322,0,-0.3255
2019-01,0.00064663,9.577e-05,0,-0.0677
2019-02,0.00064663,0.00072056,0,0.0625
2019-03,0.00064663,0.00029719,0,-0.0423
2019-04,0.00064663,0.00029154,0,-0.0006
2019-05,0.00064663,0.00046231,0,0.0171
2019-06,0.00064663,0.00016431,0,-0.0298
2019-07,0.00064663,0.00038394,0,0.022
2019-08,0.00064663,0.00046963,0,0.0086
2019-09,0.00064663,0.00107638,0,0.0607
2019-10,0.00064663,0.00032751,0,-0.0749
2019-11,0.00064663,0.0004968,0,0.0169
2019-12,0.00064663,0.00183465,0,0.1338
2020-01,0.00959733,0.0,0,-0.1835
2020-02,0.00959733,7.697e-05,0,0.0077
2020-03,0.00959733,0.00708637,0,0.7009
2020-04,0.00959733,0.03855694,0,3.1471
2020-05,0.00959733,0.01729528,0,-2.1262
2020-06,0.00959733,0.00039383,0,-1.6901
2020-07,0.00959733,0.01793865,0,1.7545
2020-08,0.00959733,0.00024986,0,-1.7689
2020-09,0.00959733,0.01181007,0,1.156
2020-10,0.00959733,0.0012189,0,-1.0591
2020-11,0.00959733,0.0,0,-0.1219
2020-12,0.00959733,0.01184878,0,1.1849
2021-01,0.00362561,0.00087839,0,-1.097
2021-02,0.00362561,0.00022297,0,-0.0655
2021-03,0.00362561,0.00115533,0,0.0932
2021-04,0.00362561,0.0,0,-0.1155
2021-05,0.00362561,0.0,0,0.0
2021-06,0.00362561,0.00715259,0,0.7153
2021-07,0.00362561,0.00290888,0,-0.4244
2021-08,0.00362561,0.00049623,0,-0.2413
2021-09,0.00362561,0.00851553,0,0.8019
2021-10,0.00362561,0.00390212,0,-0.4613
2021-11,0.00362561,0.00378404,0,-0.0118
2021-12,0.00362561,0.00611887,0,0.2335
2022-01,0.00182526,0.0009105,0,-0.5208
2022-02,0.00182526,0.00146371,0,0.0553
2022-03,0.00182526,0.00015781,0,-0.1306
2022-04,0.00182526,0.00452419,0,0.4366
2022-05,0.00182526,0.00302529,0,-0.1499
2022-06,0.00182526,0.00258967,0,-0.0436
2022-07,0.00182526,0.00250334,0,-0.0086
2022-08,0.00182526,0.0,0,-0.2503
2022-09,0.00182526,0.00055647,0,0.0556
2022-10,0.00182526,0.0,0,-0.0556
2022-11,0.00182526,0.00102022,0,0.102
2022-12,0.00182526,0.0032862,0,0.2266
2023-01,0.00472132,0.00111979,0,-0.2166
2023-02,0.00472132,0.00082844,0,-0.0291
2023-03,0.00472132,0.00065957,0,-0.0169
2023-04,0.00472132,0.00048519,0,-0.0174
2023-05,0.00472132,0.00155054,0,0.1065
2023-06,0.00472132,0.0002641,0,-0.1286
2023-07,0.00472132,0.00133546,0,0.1071
2023-08,0.00472132,0.00155678,0,0.0221
2023-09,0.00472132,0.00348823,0,0.1931
2023-10,0.00472132,0.00044239,0,-0.3046
2023-11,0.00472132,0.00399226,0,0.355
2023-12,0.00472132,0.02037462,0,1.6382
2024-01,0.00055212,0.00022436,0,-2.015
2024-02,0.00055212,0.00095918,0,0.0735
2024-03,0.00055212,0.00022846,0,-0.0731
2024-04,0.00055212,0.00049705,0,0.0269
2024-05,0.00055212,0.00034292,0,-0.0154
2024-06,0.00055212,0.00150619,0,0.1163
2024-07,0.00055212,0.0,0,-0.1506
2024-08,0.00055212,0.0,0,0.0
2024-09,0.00055212,0.0,0,0.0
2024-10,0.00055212,0.0003984,0,0.0398
2024-11,0.00055212,0.00229451,0,0.1896
2024-12,0.00055212,0.0,0,-0.2295
2025-01,0.00170088,0.0009926,0,0.0993
2025-02,0.00170088,0.00201494,0,0.1022
2025-03,0.00170088,0.00306143,0,0.1046
2025-04,0.00170088,0.00114626,0,-0.1915
2025-05,0.00170088,0.00186552,0,0.0719
2025-06,0.00170088,0.00100247,0,-0.0863
2025-07,0.00170088,0.00107011,0,0.0068
2025-08,0.00170088,0.00028364,0,-0.0786
2025-09,0.00170088,0.00119983,0,0.0916
2025-10,0.00170088,0.00129753,0,0.0098
2025-11,0.00170088,0.0,0,-0.1298
2025-12,0.00170088,0.00513892,0,0.5139
2026-01,0.00187733,0.00067738,0,-0.4462
2026-02,0.00187733,0.00172754,0,0.105
2026-03,0.00187733,0.00380529,0,0.2078
2026-04,0.00187733,0.00456198,0,0.0757
2026-05,0.00187733,0.0,0,-0.4562
